"","lng","lat","facname","facdomain","borocd"
"324",-73.923087,40.811133,"Willis Playground","Parks, Gardens, and Historical Sites",201
"325",-73.912535,40.80394,"City Owned Property","Administration of Government",201
"326",-73.905816,40.818766,"Ms 296","Education, Child Welfare, and Youth",201
"327",-73.913058,40.817194,"South Bronx HS Athletic Field","Parks, Gardens, and Historical Sites",201
"328",-73.927805,40.818044,"Eugenio Maria Hostos Comm College","Education, Child Welfare, and Youth",201
"329",-73.913653,40.803875,"Glb Towing Inc.","Core Infrastructure and Transportation",201
"330",-73.904747,40.811357,"Lantern House","Health and Human Services",201
"331",-73.903663,40.815488,"Eng 73, Lad 42","Administration of Government",201
"332",-73.915341,40.822259,"Morris Heights at Melrose Ave","Health and Human Services",201
"333",-73.917792,40.81004,"x343","Education, Child Welfare, and Youth",201
"334",-73.924958,40.807952,"Lozada Playground","Parks, Gardens, and Historical Sites",201
"335",-73.90466,40.820077,"Argus Community, Inc. IR","Health and Human Services",201
"336",-73.920462,40.813591,"Jhs 149 & Playground","Parks, Gardens, and Historical Sites",201
"337",-73.916354,40.815959,"Sobro","Education, Child Welfare, and Youth",201
"338",-73.925919,40.81372,"The Urban Assembly Bronx Academy Of Letters","Education, Child Welfare, and Youth",201
"339",-73.912487,40.805998,"Amill, Magie","Core Infrastructure and Transportation",201
"340",-73.919165,40.815762,"Inwood Houses/Boys To Men","Education, Child Welfare, and Youth",201
"341",-73.913747,40.818416,"Bronx Children's Mobile Crisis","Health and Human Services",201
"342",-73.909358,40.811063,"Foreign Language Academy Of Global Studies","Health and Human Services",201
"343",-73.904876,40.820335,"GED Restart At Argus - Ahsep","Education, Child Welfare, and Youth",201
"344",-73.907272,40.814616,"Ramon Velez Recovery Center OTP","Health and Human Services",201
"345",-73.919248,40.819233,"P.S. 001 Courtlandt School","Education, Child Welfare, and Youth",201
"346",-73.922647,40.816261,"Real Kids Harlem Rbi","Education, Child Welfare, and Youth",201
"347",-73.915118,40.812442,"Sheltering Arms Children And Family Services, Inc.","Education, Child Welfare, and Youth",201
"348",-73.924502,40.817061,"Lincoln Medical & Mental Health Center","Health and Human Services",201
"349",-73.917034,40.808501,"St. Ann's Church of Morrisania","Health and Human Services",201
"350",-73.913747,40.818416,"Friends","Health and Human Services",201
"351",-73.917376,40.807909,"Padre Plaza Garden","Parks, Gardens, and Historical Sites",201
"352",-73.920898,40.806316,"The Children's Health Center of the New York Foundling","Health and Human Services",201
"353",-73.915376,40.820655,"Harbor House IR","Health and Human Services",201
"354",-73.924845,40.815312,"786 Parking Corp","Core Infrastructure and Transportation",201
"355",-73.91971,40.816861,"Lsny-Bronx Corporation","Health and Human Services",201
"356",-73.9102,40.811294,"I-Am-Park","Parks, Gardens, and Historical Sites",201
"357",-73.906892,40.816673,"Anna Lefkowitz DCC","Education, Child Welfare, and Youth",201
"358",-73.914675,40.814564,"Medalliance Medical Health Services Extension Clinic","Health and Human Services",201
"359",-73.910749,40.82188,"St. Peter And St. Paul","Education, Child Welfare, and Youth",201
"360",-73.902988,40.819287,"The Osborne Association","Health and Human Services",201
"361",-73.903374,40.817323,"El Regreso IR","Health and Human Services",201
"362",-73.916203,40.808881,"Thessalonia Church","Education, Child Welfare, and Youth",201
"363",-73.905332,40.818869,"Academy Of Public Relations","Education, Child Welfare, and Youth",201
"364",-73.904642,40.817314,"Abigail Playground","Parks, Gardens, and Historical Sites",201
"365",-73.904198,40.813984,"United Bronx Parents","Health and Human Services",201
"366",-73.923685,40.809751,"Strong Parking Corp.","Core Infrastructure and Transportation",201
"367",-73.91142,40.815733,"St Ann's/Westchester Ave Plgd","Administration of Government",201
"368",-73.913934,40.81553,"Horizon Juvenile Center","Education, Child Welfare, and Youth",201
"369",-73.919345,40.814535,"Samaritan Daytop Village, Inc. OTP 1","Health and Human Services",201
"370",-73.919373,40.808913,"Saw Mill Playground","Parks, Gardens, and Historical Sites",201
"371",-73.927045,40.814788,"ECO Client's Choice Food Pantry","Health and Human Services",201
"372",-73.916123,40.821586,"P.S. 29 Ballfield","Parks, Gardens, and Historical Sites",201
"373",-73.902814,40.818784,"Westchester","Health and Human Services",201
"374",-73.917802,40.814116,"The Door's Bronx Youth Center","Education, Child Welfare, and Youth",201
"375",-73.917005,40.809486,"People's Park","Parks, Gardens, and Historical Sites",201
"376",-73.915384,40.810676,"Betances I","Health and Human Services",201
"377",-73.90548,40.816233,"St. Anselm School","Education, Child Welfare, and Youth",201
"378",-73.924897,40.809649,"St. Jerome's Hands Community Center","Health and Human Services",201
"379",-73.909316,40.820703,"El Batey Borincano Garden","Parks, Gardens, and Historical Sites",201
"380",-73.910588,40.798861,"Con Edison Hellgate @ Flush Truck Facility","Core Infrastructure and Transportation",201
"381",-73.923269,40.815432,"Patterson","Health and Human Services",201
"382",-73.919282,40.803679,"Cars Automotive Corp","Core Infrastructure and Transportation",201
"383",-73.929981,40.815788,"Community School For Social Justice","Education, Child Welfare, and Youth",201
"384",-73.92095,40.806336,"Little Haven @ Mott Haven Academy Charter School","Education, Child Welfare, and Youth",201
"385",-73.92435,40.81537,"Ryan Triangle","Parks, Gardens, and Historical Sites",201
"386",-73.915184,40.815524,"Sp Plus Corporation","Core Infrastructure and Transportation",201
"387",-73.928489,40.807527,"Bruckner Parking LLC","Core Infrastructure and Transportation",201
"388",-73.908456,40.813657,"P.S. 5 Port Morris","Education, Child Welfare, and Youth",201
"389",-73.924502,40.817061,"Lincoln Medical & Mental Health Ctr. Adult Geriatric Clinic","Health and Human Services",201
"390",-73.925919,40.81372,"Success Academy Charter School - Bronx 1","Education, Child Welfare, and Youth",201
"391",-73.913741,40.813375,"P469x At X027","Education, Child Welfare, and Youth",201
"392",-73.918284,40.803538,"134th Streetplayground","Parks, Gardens, and Historical Sites",201
"393",-73.90523,40.814577,"Ponce de Leon Elementary School/PS 161","Health and Human Services",201
"394",-73.91971,40.816861,"Visiting Nurse Bronx ACT Program","Health and Human Services",201
"395",-73.907214,40.817329,"Saint Mary's Park","Health and Human Services",201
"396",-73.928031,40.815976,"Grand Concourse Petroleum LLC","Core Infrastructure and Transportation",201
"397",-73.907676,40.813606,"Concord Head Start / Early Learn Center","Education, Child Welfare, and Youth",201
"398",-73.903606,40.811166,"Street Science Automotive, Inc.","Core Infrastructure and Transportation",201
"399",-73.916354,40.815959,"Big Brothers/Big Sisters, Inc. (Activity Site)","Education, Child Welfare, and Youth",201
"400",-73.923629,40.808109,"Michell Community Center","Education, Child Welfare, and Youth",201
"401",-73.912279,40.818931,"MMG - Via Verde","Health and Human Services",201
"402",-73.926247,40.805671,"Ad Parking Inc.","Core Infrastructure and Transportation",201
"403",-73.919528,40.814803,"Independence OP","Health and Human Services",201
"404",-73.915253,40.815529,"Melrose Dialysis","Health and Human Services",201
"405",-73.926856,40.814325,"Mott Haven/Highbridge At IS 183","Education, Child Welfare, and Youth",201
"406",-73.916939,40.804343,"Millbrook Playground","Education, Child Welfare, and Youth",201
"407",-73.930386,40.815938,"Community School For Social Justice (X427)","Education, Child Welfare, and Youth",201
"408",-73.927499,40.810684,"Graham Triangle","Parks, Gardens, and Historical Sites",201
"409",-73.918091,40.816443,"PCMH Bronx ACT Team","Health and Human Services",201
"410",-73.916227,40.807431,"PS 33 / Ecc #2","Education, Child Welfare, and Youth",201
"411",-73.917802,40.814116,"Bergen Job Center 48","Education, Child Welfare, and Youth",201
"412",-73.918091,40.816443,"Bustelo Institute, Inc.","Education, Child Welfare, and Youth",201
"413",-73.91205,40.814736,"Jhs 162 Lola Rodriguez De Tio","Health and Human Services",201
"414",-73.91205,40.814736,"P.S. X010","Education, Child Welfare, and Youth",201
"415",-73.923341,40.811218,"Lincoln Mmhc Subst Abuse Clinc","Health and Human Services",201
"416",-73.925778,40.808259,"Y School At PS 154","Health and Human Services",201
"417",-73.918907,40.81851,"Cardinal Mccloskey Community Services","Education, Child Welfare, and Youth",201
"418",-73.9016,40.819759,"Prospect Avenue Subway Station (IRT)","Parks, Gardens, and Historical Sites",201
"419",-73.909358,40.811063,"J. M. Rapport School Career Development","Education, Child Welfare, and Youth",201
"420",-73.907143,40.814598,"Ramon Velez Health Center","Health and Human Services",201
"421",-73.917971,40.817552,"Gp-Bronx","Education, Child Welfare, and Youth",201
"422",-73.921288,40.813709,"Clark Playground","Parks, Gardens, and Historical Sites",201
"423",-73.925326,40.810388,"N.Y.C.P.D. 40th Precinct","Public Safety, Emergency Services, and Administration of Justice",201
"424",-73.905657,40.813694,"El Flamboyan Garden","Parks, Gardens, and Historical Sites",201
"425",-73.909587,40.812575,"Monsignor E. Roberts Moore (1)","Education, Child Welfare, and Youth",201
"426",-73.927788,40.811188,"Bronx","Education, Child Welfare, and Youth",201
"427",-73.9184,40.820458,"Melrose Playground","Parks, Gardens, and Historical Sites",201
"428",-73.922512,40.815128,"Patterson","Health and Human Services",201
"429",-73.915053,40.806557,"St Luke School","Education, Child Welfare, and Youth",201
"430",-73.922745,40.816223,"PS18","Health and Human Services",201
"431",-73.907861,40.815277,"Hunts Point Multi Service Ctr.","Health and Human Services",201
"432",-73.919178,40.817397,"Legal Services NYC-Bronx","Education, Child Welfare, and Youth",201
"433",-73.921358,40.806362,"P017x At PS 43x","Education, Child Welfare, and Youth",201
"434",-73.912462,40.816991,"Transportable Classroom Units","Education, Child Welfare, and Youth",201
"435",-73.916568,40.800995,"BX01g","Core Infrastructure and Transportation",201
"436",-73.930386,40.815938,"C.I.S./H.S. 670 Health Opportu","Education, Child Welfare, and Youth",201
"437",-73.920079,40.809207,"P.S. 179","Health and Human Services",201
"438",-73.908612,40.81492,"Storefront Academy Charter School","Education, Child Welfare, and Youth",201
"439",-73.918091,40.816443,"Yaip","Education, Child Welfare, and Youth",201
"440",-73.909816,40.820738,"St. Ann's Parking Garage, LLC","Core Infrastructure and Transportation",201
"441",-73.916038,40.813361,"Everyday IS A Miracle (At Iglesia)","Education, Child Welfare, and Youth",201
"442",-73.918001,40.821021,"Melrose Houses Child Health Clinic","Health and Human Services",201
"443",-73.927716,40.816669,"Hostos Community College","Education, Child Welfare, and Youth",201
"444",-73.916388,40.807396,"P469x At PS 30 Annex","Education, Child Welfare, and Youth",201
"445",-73.909358,40.811063,"Jhs 155 & Playground","Parks, Gardens, and Historical Sites",201
"446",-73.91612,40.822478,"Courtlandt Avenue Association Garden","Parks, Gardens, and Historical Sites",201
"447",-73.91691,40.815372,"B.Y.M Community Parking Lot Corp.","Core Infrastructure and Transportation",201
"448",-73.9197,40.81309,"Sunshine Day Care","Education, Child Welfare, and Youth",201
"449",-73.918147,40.811127,"Betances Site Iv","Health and Human Services",201
"450",-73.918907,40.81851,"Philip H. Michaels DCC","Education, Child Welfare, and Youth",201
"451",-73.915933,40.805539,"Morris Heights Health Center","Health and Human Services",201
"452",-73.914729,40.812695,"Betances Community Center","Education, Child Welfare, and Youth",201
"453",-73.9159,40.814262,"Hertlein and Schlatter Silk Trimmings Factory","Parks, Gardens, and Historical Sites",201
"454",-73.923492,40.818318,"Harriet Tubman Sheltering Arms","Education, Child Welfare, and Youth",201
"455",-73.908705,40.815158,"Nr Parking Corp","Core Infrastructure and Transportation",201
"456",-73.90497,40.815119,"Blended Family","Education, Child Welfare, and Youth",201
"457",-73.925778,40.808259,"Y School At PS 154","Education, Child Welfare, and Youth",201
"458",-73.912339,40.821876,"Phipps Neighborhoods Opportunity Center","Education, Child Welfare, and Youth",201
"459",-73.904431,40.817439,"Give Them To Eat","Health and Human Services",201
"460",-73.909987,40.820264,"Ace's I, Inc","Core Infrastructure and Transportation",201
"461",-73.916689,40.816134,"Jewish Child Care Association - Bronx Office","Education, Child Welfare, and Youth",201
"462",-73.926076,40.805966,"Pre - K Center At 80 Bruckner Boulevard","Education, Child Welfare, and Youth",201
"463",-73.912797,40.807719,"P.S. 065 Mother Hale Academy","Education, Child Welfare, and Youth",201
"464",-73.907706,40.799424,"L.U.W. East River 134-138th St","Administration of Government",201
"465",-73.922214,40.813374,"Abundant Life Tabernacle Inc","Health and Human Services",201
"466",-73.915788,40.810137,"Segundo Ruiz Belvis D & T Center","Health and Human Services",201
"467",-73.916659,40.808427,"St. Anns Church","Education, Child Welfare, and Youth",201
"468",-73.932239,40.812648,"Guardian Transport Co","Administration of Government",201
"469",-73.910201,40.811291,"Jhs 155 Playground (Jop)","Parks, Gardens, and Historical Sites",201
"470",-73.90523,40.814577,"P.S. X017","Education, Child Welfare, and Youth",201
"471",-73.930752,40.808815,"Sauti Yetu Center For African Women Inc","Education, Child Welfare, and Youth",201
"472",-73.916964,40.805497,"All City Recycling LLC","Core Infrastructure and Transportation",201
"473",-73.925778,40.808259,"P.S. 154 Jonathan D. Hyatt","Education, Child Welfare, and Youth",201
"474",-73.911369,40.819238,"Bronxchester","Education, Child Welfare, and Youth",201
"475",-73.907887,40.813272,"Concord Avenue Head Start Program","Education, Child Welfare, and Youth",201
"476",-73.916212,40.800995,"MN08a/11a","Core Infrastructure and Transportation",201
